emp_no,first_name,last_name,birth_date,from_date,to_date,titles
434358,Fabrizio,Serot,1953-05-06,2000-08-06,1999-01-01,Senior Engineer
434366,Oldrich,Brookner,1959-11-02,2000-09-25,1999-01-01,Senior Staff
434439,Roded,Gilg,1963-11-28,2000-01-15,2001-08-21,Technique Leader
434456,Maha,Picci,1953-03-10,2000-01-15,1999-01-01,Senior Staff
434530,Keiichiro,Stentiford,1964-04-27,2000-09-21,1999-01-01,Staff
434547,Xinyu,Tetzlaff,1955-03-16,2000-01-02,1999-01-01,Engineer
434556,Khoa,Varley,1954-07-26,2000-08-19,1999-01-01,Engineer
434576,Narain,Domenig,1959-11-30,2000-02-29,1999-01-01,Senior Engineer
434594,Godehard,Lupu,1956-06-12,2000-01-19,1999-01-01,Engineer
434641,Uno,Sooriamurthi,1964-09-05,2000-09-02,1999-01-01,Senior Staff
434650,Gro,Hebert,1963-07-23,2000-07-22,1999-01-01,Staff
434710,Odysseas,Fiebach,1952-05-26,2000-06-05,1999-01-01,Staff
434758,Alair,Tzvieli,1953-03-16,2000-01-11,1999-01-01,Staff
434800,Hidekazu,Ciolek,1962-09-04,2000-10-14,1999-01-01,Staff
434826,Zito,Androutsos,1964-04-07,2000-03-02,1999-01-01,Staff
434846,Basem,Collette,1957-07-16,2000-11-15,1999-01-01,Staff
434924,Feiyu,Morton,1955-08-14,2000-10-02,1999-01-01,Senior Engineer
434944,Magdalena,Kuzuoka,1952-11-30,2000-05-29,1999-01-01,Staff
434971,Shugo,Hertweck,1960-02-15,2000-10-13,1999-01-01,Senior Staff
435009,Rosita,Hedayat,1963-02-05,2000-01-09,1999-01-01,Senior Staff
435018,Arvind,Swan,1952-02-19,2000-03-26,1999-01-01,Engineer
435083,Kazuhiro,Geffroy,1956-04-26,2000-04-18,1999-01-01,Engineer
435102,Mang,Swen,1960-05-01,2000-11-25,1999-01-01,Staff
435200,Ranan,Pettey,1958-03-29,2000-04-23,1999-01-01,Staff
435238,Yuping,Lemarechal,1963-04-26,2000-12-15,1999-01-01,Engineer
435365,Stafford,Molberg,1963-04-18,2000-01-26,2001-07-06,Staff
435402,Kiyomitsu,Gammage,1961-11-17,2000-01-11,1999-01-01,Staff
435445,Thanasis,Schaaf,1954-11-11,2000-01-23,1999-01-01,Engineer
435508,Constantino,Dulay,1964-07-03,2000-12-08,1999-01-01,Engineer
435559,Shuky,Oxman,1963-03-11,2000-12-05,1999-01-01,Staff
435586,Michaela,Huxford,1962-07-29,2000-12-14,1999-01-01,Senior Staff
435709,Katsuo,Jakobus,1960-09-22,2000-02-08,1999-01-01,Senior Engineer
435788,Babette,Chenoweth,1954-08-03,2000-01-31,2000-07-16,Engineer
435835,Nikolaus,Valtorta,1963-07-20,2000-07-18,1999-01-01,Staff
435872,Naftaly,Homond,1959-01-13,2000-10-30,1999-01-01,Engineer
435891,Sachin,Cmelik,1964-02-07,2000-08-22,1999-01-01,Senior Staff
435927,Marc,Luks,1961-05-22,2000-01-14,1999-01-01,Senior Engineer
435940,Eric,Brizzi,1960-11-08,2000-01-25,1999-01-01,Staff
435954,Duro,Benzmuller,1956-05-10,2000-10-02,1999-01-01,Technique Leader
435974,Akemi,Kandlur,1958-12-18,2000-11-07,1999-01-01,Senior Staff
436155,Adit,Marchegay,1957-06-24,2000-11-25,1999-01-01,Engineer
436194,Spyrose,Llado,1960-12-21,2000-01-16,1999-01-01,Technique Leader
436239,Cristinel,Falster,1953-05-29,2000-11-22,2001-10-17,Staff
436276,Berto,Hammerschmidt,1964-09-09,2000-05-05,1999-01-01,Engineer
436305,Shaowei,Shackell,1962-04-07,2000-02-28,1999-01-01,Senior Staff
436353,Arlette,Legleitner,1963-03-24,2000-04-21,1999-01-01,Staff
436371,Nathalie,Ibel,1957-10-09,2000-10-08,1999-01-01,Senior Engineer
436380,Serap,Rosaz,1958-07-16,2000-01-06,1999-01-01,Senior Staff
436411,Yucel,Beznosov,1958-12-27,2000-12-10,1999-01-01,Staff
436421,Pasqua,Rodite,1954-10-22,2000-08-21,1999-01-01,Senior Staff
436457,Wilmer,Deville,1954-12-30,2000-06-08,1999-01-01,Staff
436467,Rafael,Edelhoff,1955-09-13,2000-08-19,1999-01-01,Senior Staff
436586,Apostol,Erol,1963-12-28,2000-01-28,1999-01-01,Engineer
436657,Chikako,Veeraraghavan,1963-12-17,2000-09-23,1999-01-01,Staff
436745,Bernd,Fioravanti,1964-10-18,2000-06-17,1999-01-01,Senior Staff
436967,Shuji,Peak,1953-04-26,2000-01-22,2002-03-19,Engineer
436988,Yifei,Akaboshi,1957-11-05,2000-01-14,2001-01-02,Senior Engineer
437002,Zsolt,Dichev,1963-11-04,2000-02-13,1999-01-01,Senior Staff
437020,Christophe,Picht,1962-01-14,2000-05-20,1999-01-01,Senior Staff
437028,Zejun,Hutton,1959-11-20,2000-01-03,1999-01-01,Staff
437037,Akhilish,Porenta,1956-06-16,2000-07-07,1999-01-01,Assistant Engineer
437099,Pranjal,Ulupinar,1958-10-26,2000-01-14,2000-07-24,Staff
437300,Khun,Luef,1964-11-03,2000-01-02,1999-01-01,Staff
437310,Shuichi,Skafidas,1961-06-23,2000-08-19,1999-01-01,Senior Staff
437354,Gully,Lanteri,1955-03-05,2000-01-05,1999-01-01,Senior Engineer
437386,Jinxi,Aloisi,1962-01-20,2000-01-18,2000-04-12,Engineer
437452,Chuanti,Baez,1952-09-07,2000-08-21,1999-01-01,Staff
437509,Shay,Mattern,1957-01-19,2000-05-25,1999-01-01,Engineer
437578,Demin,Magalhaes,1963-09-15,2000-01-10,2000-10-12,Engineer
437587,Sahrah,Rodiger,1957-07-12,2000-12-24,1999-01-01,Staff
437598,Younwoo,Ratnaker,1955-12-24,2000-05-06,1999-01-01,Senior Staff
437822,Tokuyasu,Peron,1960-09-19,2000-01-11,1999-01-01,Senior Staff
437879,Geoff,Boguraev,1956-06-01,2000-08-09,1999-01-01,Senior Engineer
437907,Udo,Axelband,1957-01-31,2000-07-10,1999-01-01,Engineer
438017,Tze,Swift,1964-06-15,2000-01-08,1999-01-01,Staff
438020,Yefim,Heinisuo,1954-04-08,2000-01-08,2000-02-06,Engineer
438127,Barun,Shihab,1960-11-02,2000-01-05,1999-01-01,Senior Staff
438160,Rayond,Pagter,1954-04-15,2000-08-14,1999-01-01,Staff
438168,Jiong,Eugenio,1959-06-04,2000-11-01,1999-01-01,Engineer
438336,Hausi,Przulj,1964-02-29,2000-01-07,1999-01-01,Engineer
438362,Radhakrishnan,Gini,1953-04-21,2000-01-11,2002-07-17,Engineer
438425,Vishu,Schwartzbauer,1956-04-08,2000-05-13,1999-01-01,Senior Staff
438445,Stabislas,Sommer,1952-08-03,2000-05-16,1999-01-01,Staff
438453,Paloma,Ratnaker,1961-07-15,2000-07-20,1999-01-01,Engineer
438462,Ronghao,Krybus,1958-02-20,2000-06-22,1999-01-01,Senior Staff
438471,Toong,Hammerschmidt,1959-02-16,2000-10-09,1999-01-01,Senior Engineer
438556,Guiseppe,Mahnke,1960-06-19,2000-01-22,1999-01-01,Engineer
438701,Syozo,Gischer,1954-06-10,2000-01-15,2001-10-14,Engineer
438820,Toshimi,Bugaenko,1964-09-06,2000-09-01,2002-01-20,Engineer
438854,Vitaly,Kalorkoti,1964-01-20,2000-01-20,2002-06-06,Technique Leader
438878,Sudharsan,Miyakawa,1963-11-10,2000-01-18,2002-02-24,Engineer
438932,Atreyi,Coorg,1953-04-15,2000-11-02,1999-01-01,Engineer
439038,JoAnne,Takanami,1962-07-23,2000-01-09,1999-01-01,Staff
439049,Tsuneo,Masada,1952-11-22,2000-01-20,1999-01-01,Engineer
439064,Khalil,Rodham,1954-05-15,2000-03-16,1999-01-01,Staff
439073,Hilary,Angelopoulos,1956-03-19,2000-03-19,1999-01-01,Staff
439211,Hausi,Setia,1952-09-25,2000-01-29,1999-01-01,Senior Staff
439301,Rafail,Smailagic,1960-12-26,2000-04-15,1999-01-01,Assistant Engineer
439433,Subhrajyoti,Godskesen,1964-03-04,2000-01-03,2001-11-08,Staff
439462,Miomir,Toyoshima,1961-12-12,2000-01-19,1999-01-01,Engineer
439617,Youssef,Brlek,1953-10-20,2000-08-13,1999-01-01,Senior Staff
439675,Yuuichi,Atchley,1955-09-13,2000-04-14,1999-01-01,Staff
439692,Kenton,Ratnakar,1960-05-18,2000-09-27,1999-01-01,Engineer
439845,Rance,Cannata,1961-07-02,2000-05-10,1999-01-01,Engineer
439856,Evgueni,Henders,1963-06-05,2000-10-04,1999-01-01,Engineer
439984,TRUE,Baez,1960-10-02,2000-02-04,1999-01-01,Staff
440013,Chaitali,Besselaar,1956-06-02,2000-11-18,1999-01-01,Engineer
440192,Yefim,Bamford,1954-08-23,2000-01-01,1999-01-01,Staff
440212,Christoph,Lambe,1953-04-11,2000-09-24,1999-01-01,Staff
440233,Yonghoan,Serov,1963-08-30,2000-12-19,1999-01-01,Engineer
440280,Berto,Steinauer,1960-06-15,2000-01-30,2002-06-10,Engineer
440324,Arvin,Veevers,1954-05-05,2000-05-17,1999-01-01,Staff
440457,Ashish,Kandlur,1960-07-13,2000-06-09,1999-01-01,Staff
440544,Dharmaraja,Zschoche,1957-10-31,2000-03-13,1999-01-01,Senior Staff
440631,Lein,Doering,1957-09-07,2000-03-21,2000-04-01,Senior Engineer
440650,Kristian,Linnainmaa,1957-08-22,2000-08-28,1999-01-01,Senior Engineer
440668,Tokuyasu,Plotkin,1955-04-01,2000-09-01,1999-01-01,Senior Engineer
440676,Hironobu,Danlos,1962-04-13,2000-06-01,1999-01-01,Senior Engineer
440767,Adly,Narahari,1955-11-30,2000-11-07,1999-01-01,Engineer
441147,Vasiliy,Zaccaria,1956-02-18,2000-11-21,1999-01-01,Senior Engineer
441172,Makato,Kadhim,1955-03-03,2000-08-26,2001-09-12,Engineer
441199,Guadalupe,Sifakis,1959-02-25,2000-04-02,1999-01-01,Technique Leader
441250,Yuriy,Schlumberger,1953-07-07,2000-01-08,2000-01-24,Engineer
441302,Sajjan,Homond,1962-03-08,2000-02-12,1999-01-01,Engineer
441448,Hitomi,Ernst,1960-03-21,2000-03-10,1999-01-01,Senior Engineer
441489,Jamaludin,Menhardt,1954-01-09,2000-02-24,1999-01-01,Technique Leader
441507,Arunas,Copas,1964-10-29,2000-05-11,1999-01-01,Engineer
441511,Candida,Lamba,1962-04-08,2000-01-31,1999-01-01,Assistant Engineer
441554,Arno,Ghelli,1963-01-15,2000-05-02,1999-01-01,Technique Leader
441662,Hongzhu,Chenney,1964-02-08,2000-09-20,1999-01-01,Staff
441699,Paris,Lorcy,1958-12-01,2000-07-04,2000-09-21,Staff
441717,Giap,Negoita,1960-08-14,2000-03-31,1999-01-01,Engineer
441756,Magdalena,McAffer,1959-10-18,2000-01-10,1999-01-01,Staff
441798,Takahito,Yamaashi,1963-05-08,2000-01-31,1999-01-01,Staff
441820,Mori,Heiserman,1955-02-16,2000-01-11,2001-07-24,Staff
441856,Przemyslawa,Dulay,1953-10-25,2000-04-14,1999-01-01,Senior Staff
441914,Xiaoheng,Jiang,1963-02-03,2000-11-29,1999-01-01,Senior Staff
441950,Maha,Lanphier,1955-01-05,2000-01-20,1999-01-01,Engineer
441989,Shunichi,Serra,1956-05-23,2000-11-21,2001-01-22,Senior Engineer
442046,Shir,Massonet,1956-12-11,2000-07-07,1999-01-01,Staff
442064,Marit,Peroz,1959-01-17,2000-02-13,1999-01-01,Senior Engineer
442083,Shridhar,Perly,1954-01-17,2000-06-21,1999-01-01,Senior Engineer
442092,Tsz,Katalagarianos,1953-08-23,2000-05-16,2001-04-21,Engineer
442189,Arnd,Muhling,1956-08-18,2000-03-25,1999-01-01,Staff
442247,Achilleas,Papastamatiou,1963-09-11,2000-02-06,1999-01-01,Staff
442286,Adamantios,Montemayor,1954-11-18,2000-09-29,1999-01-01,Technique Leader
442296,Petter,Petersohn,1961-08-18,2000-03-09,1999-01-01,Senior Engineer
442495,Ipke,Rande,1958-06-09,2000-01-11,1999-01-01,Staff
442539,Toshimori,Suri,1954-12-24,2000-02-22,1999-01-01,Staff
442619,Shir,Streit,1964-12-27,2000-01-16,2001-09-23,Engineer
442657,Fumiko,Luca,1953-05-12,2000-11-07,1999-01-01,Staff
442884,Martine,Genin,1961-10-08,2000-10-23,1999-01-01,Engineer
442944,Jixiang,Tetzlaff,1958-03-06,2000-09-16,1999-01-01,Senior Engineer
442954,Shawna,Pietrzykowski,1962-08-12,2000-10-05,1999-01-01,Staff
442991,Pramod,Armand,1958-03-13,2000-04-22,1999-01-01,Senior Engineer
442999,Duangkaew,Lung,1956-05-10,2000-07-22,1999-01-01,Engineer
443146,Lunjin,Champarnaud,1956-05-29,2000-08-04,1999-01-01,Staff
443174,Alagu,Bahr,1955-06-20,2000-01-05,1999-01-01,Engineer
443201,Hisao,Simmen,1961-05-08,2000-09-03,1999-01-01,Senior Engineer
443210,Kazunori,Dusink,1952-09-11,2000-01-06,1999-01-01,Staff
443266,Cathie,Itschner,1959-11-14,2000-05-22,1999-01-01,Engineer
443277,Remmert,Rande,1964-11-28,2000-09-01,1999-01-01,Senior Engineer
443368,Erzsebet,Bernick,1963-06-25,2000-02-01,1999-01-01,Staff
443451,Goa,Perfilyeva,1962-10-27,2000-10-10,1999-01-01,Staff
443525,Howell,Kushnir,1957-03-15,2000-01-30,1999-01-01,Staff
443596,Vishv,Egerstedt,1955-01-26,2000-07-05,1999-01-01,Staff
443607,Fun,Ouhyoung,1959-12-19,2000-02-14,2002-04-12,Senior Engineer
443674,Kaijung,Schaaf,1961-06-16,2000-08-17,1999-01-01,Assistant Engineer
443768,Martien,Baba,1963-09-21,2000-01-22,1999-01-01,Senior Engineer
443797,Nirmal,Armand,1954-03-16,2000-10-04,1999-01-01,Engineer
443835,Vatsa,Rosch,1954-03-11,2000-05-12,1999-01-01,Technique Leader
443873,Vatsa,Ramsay,1965-01-20,2000-06-16,1999-01-01,Senior Staff
444000,Cullen,Perri,1963-02-04,2000-06-21,1999-01-01,Engineer
444147,Kazuhide,Angelov,1960-06-20,2000-02-04,2001-01-28,Engineer
444224,Chuanyi,Mitina,1961-11-09,2000-01-04,2000-10-24,Senior Staff
444273,Chirstian,Birrer,1964-10-16,2000-02-29,1999-01-01,Engineer
444294,Nikolaus,Matzat,1960-09-20,2000-04-16,1999-01-01,Staff
444332,Huan,Sankaranarayanan,1962-06-13,2000-11-14,1999-01-01,Senior Staff
444360,Kannan,Schapire,1961-04-01,2000-11-16,1999-01-01,Technique Leader
444594,Mayuko,Muniz,1959-10-30,2000-01-05,1999-01-01,Engineer
444600,Nevio,Dechter,1957-05-31,2000-07-18,2000-10-27,Staff
444656,Clyde,Nooteboom,1955-07-19,2000-01-20,2000-02-18,Engineer
444752,Debatosh,Eiron,1952-05-01,2000-02-16,1999-01-01,Staff
444806,Ayakannu,Olivero,1956-03-22,2000-01-09,1999-01-01,Staff
444952,Yagil,Chandrasekhar,1961-06-07,2000-09-16,1999-01-01,Engineer
445019,Joydip,Schicker,1961-06-26,2000-12-15,1999-01-01,Senior Staff
445028,Mohamadou,Lakshmanan,1956-02-13,2000-10-09,1999-01-01,Senior Staff
445117,Wojceich,Jording,1954-07-02,2000-08-21,1999-01-01,Engineer
445237,Jongsuk,Lodder,1954-03-07,2000-01-27,1999-01-01,Senior Engineer
445313,Martien,Shiratori,1952-02-23,2000-01-27,2002-06-05,Staff
445318,Anneke,Schaar,1956-04-27,2000-01-16,1999-01-01,Engineer
445419,Zhenhua,Baba,1962-08-07,2000-01-19,1999-01-01,Engineer
445474,Sadok,Orlowska,1963-10-17,2000-08-12,1999-01-01,Senior Engineer
445492,Heather,Auria,1962-12-21,2000-01-15,1999-01-01,Engineer
445533,Yolla,Coullard,1959-04-25,2000-09-19,2002-04-14,Engineer
445734,Selwyn,Heystek,1955-09-23,2000-03-19,2000-04-22,Staff
445745,Jinya,Mattern,1963-02-28,2000-01-08,1999-01-01,Senior Staff
445788,Panayotis,Buchter,1956-10-03,2000-01-17,1999-01-01,Engineer
445799,Leon,Prochazka,1956-02-12,2000-02-07,1999-01-01,Staff
445920,Nikolaus,Bennet,1963-12-16,2000-01-18,1999-01-01,Staff
445979,Bernice,Rosiles,1962-02-25,2000-02-13,1999-01-01,Assistant Engineer
445990,Collette,Rosin,1963-12-24,2000-04-14,2000-05-02,Senior Staff
445992,Ekawit,Henders,1960-07-01,2000-01-03,1999-01-01,Staff
446006,Sreekrishna,Domenig,1958-01-22,2000-01-23,1999-01-01,Staff
446008,Elvia,Sundgren,1961-03-23,2000-02-08,2000-06-11,Staff
446087,Samphel,Farris,1954-10-23,2000-12-19,1999-01-01,Staff
446116,Lubomir,Pfau,1961-11-16,2000-01-26,2001-02-14,Staff
446215,Mara,dAstous,1956-11-20,2000-01-10,2001-04-22,Engineer
446237,Abdelwaheb,Frezza,1956-04-27,2000-06-26,1999-01-01,Staff
446286,Torsten,Reinhart,1956-04-24,2000-01-28,2001-05-24,Engineer
446380,Fumiyo,Egerstedt,1952-09-28,2000-11-30,1999-01-01,Staff
446507,Lenore,Farrow,1962-06-24,2000-02-26,1999-01-01,Engineer
446714,IEEE,Vigier,1962-03-11,2000-01-02,1999-01-01,Staff
446849,Jenwei,Linnainmaa,1963-04-07,2000-08-14,1999-01-01,Senior Staff
446857,Marco,Pettis,1954-07-12,2000-01-18,1999-01-01,Engineer
446859,Chinya,Masamoto,1958-12-28,2000-04-14,1999-01-01,Senior Engineer
447045,Xiaocheng,Baak,1954-01-29,2000-12-19,1999-01-01,Staff
447144,Olivera,Katalagarianos,1962-06-26,2000-01-03,1999-01-01,Engineer
447176,Parke,Rettelbach,1959-02-18,2000-06-25,1999-01-01,Senior Staff
447194,Anneke,Rando,1954-12-27,2000-08-30,1999-01-01,Engineer
447213,Adas,Warwick,1954-09-23,2000-12-04,1999-01-01,Engineer
447232,Aleksander,Schaaf,1965-01-22,2000-01-10,1999-01-01,Staff
447310,Branimir,Murtagh,1957-03-28,2000-01-11,1999-01-01,Staff
447385,Yongqiao,Skrikant,1953-08-07,2000-12-11,1999-01-01,Staff
447534,Tommaso,Ducloy,1955-06-29,2000-01-05,2001-10-04,Engineer
447546,Guenter,Vidal,1962-02-19,2000-01-30,1999-01-01,Senior Engineer
447590,JoAnne,Benner,1962-05-08,2000-01-03,1999-01-01,Staff
447601,Radoslaw,Jahnichen,1963-11-22,2000-05-29,1999-01-01,Senior Engineer
447712,Mariusz,Lores,1956-02-29,2000-10-08,1999-01-01,Senior Staff
447772,Changho,Samarati,1961-12-12,2000-01-05,1999-01-01,Staff
447789,Georgi,Karunanithi,1958-04-03,2000-11-19,1999-01-01,Engineer
447882,Khedija,Gornas,1953-12-12,2000-08-30,1999-01-01,Staff
447911,Jayson,Siprelle,1964-12-24,2000-10-07,1999-01-01,Engineer
447946,Arco,Ligten,1964-07-30,2000-02-28,1999-01-01,Senior Engineer
447973,Gianluca,Rissanen,1960-07-05,2000-09-06,1999-01-01,Staff
448042,Shigenori,Lores,1963-11-21,2000-01-12,1999-01-01,Engineer
448053,Mingzeng,Kopetz,1954-11-17,2000-04-23,2002-01-30,Senior Engineer
448177,Adib,Wuwongse,1964-07-20,2000-11-08,1999-01-01,Staff
448246,Boaz,Zaccaria,1955-08-20,2000-01-11,1999-01-01,Staff
448256,Achilleas,Tsukuda,1954-11-07,2000-10-01,1999-01-01,Engineer
448321,Manohar,Masamoto,1961-11-19,2000-12-23,1999-01-01,Senior Staff
448377,Rosita,Ertl,1963-04-11,2000-01-24,1999-01-01,Technique Leader
448414,Boutros,Bressoud,1952-02-27,2000-03-16,1999-01-01,Engineer
448505,Moto,Vasanthakumar,1959-02-07,2000-03-26,1999-01-01,Senior Engineer
448577,Petter,Samarati,1952-02-16,2000-08-08,1999-01-01,Engineer
448587,Mona,Brodal,1961-02-14,2000-05-15,2001-11-16,Staff
448715,Jinpo,Luit,1963-02-11,2000-10-03,1999-01-01,Senior Engineer
448723,Poorav,Schnelling,1961-12-19,2000-05-10,1999-01-01,Engineer
448741,Moty,Mitchem,1956-06-28,2000-06-24,1999-01-01,Staff
448828,Guttorm,Welham,1960-09-24,2000-07-24,1999-01-01,Engineer
448952,Theirry,Pintelas,1954-05-06,2000-01-12,1999-01-01,Senior Engineer
448975,Ult,Shiratori,1952-02-15,2000-01-22,1999-01-01,Engineer
449043,Eishiro,Awdeh,1954-11-15,2000-10-06,1999-01-01,Senior Engineer
449120,Valeri,Deverell,1964-08-12,2000-08-23,1999-01-01,Engineer
449139,Moni,Melton,1955-09-16,2000-05-06,1999-01-01,Senior Engineer
449157,Mario,Stranks,1953-02-19,2000-01-05,1999-01-01,Engineer
449185,Goncalo,Bernardinello,1953-01-27,2000-12-26,1999-01-01,Engineer
449205,Shigehito,Karnin,1959-08-15,2000-01-18,1999-01-01,Senior Staff
449260,Uzi,Maraist,1954-07-10,2000-01-14,2002-02-07,Staff
449297,Fumiyo,Lorho,1959-09-03,2000-09-16,2001-10-08,Senior Engineer
449417,Tomokazu,Rosenbaum,1955-11-18,2000-12-29,1999-01-01,Senior Engineer
449576,Aleksandar,Coombs,1963-07-13,2000-01-12,1999-01-01,Engineer
449672,Ayonca,Vuskovic,1960-09-13,2000-03-14,1999-01-01,Staff
449718,Jiakeng,Beetstra,1955-10-22,2000-12-31,1999-01-01,Engineer
449808,Ult,Rissanen,1964-10-29,2000-07-11,1999-01-01,Assistant Engineer
449825,Pranjal,Schiettecatte,1963-05-28,2000-01-24,1999-01-01,Staff
449863,Ipke,Seghrouchni,1959-12-10,2000-10-06,1999-01-01,Engineer
449874,Teiji,Rodiger,1959-08-08,2000-12-08,1999-01-01,Senior Engineer
449924,Siddarth,Bade,1955-09-01,2000-06-04,1999-01-01,Staff
449942,Dmitry,Lampe,1953-01-06,2000-12-28,1999-01-01,Engineer
449962,Marsal,Heystek,1955-04-19,2000-01-13,1999-01-01,Staff
449996,Georg,Kavvadias,1954-10-02,2000-01-01,1999-01-01,Engineer
450010,Kazuhisa,Chaudhury,1955-02-05,2000-10-12,1999-01-01,Engineer
450069,Piyush,Marchegay,1954-05-06,2000-08-18,1999-01-01,Assistant Engineer
450079,Woody,Anick,1958-09-29,2000-10-07,1999-01-01,Senior Staff
450244,Eldridge,Munos,1957-06-18,2000-01-29,2000-05-28,Assistant Engineer
450303,Dung,Gewali,1953-07-17,2000-03-20,1999-01-01,Staff
450343,Indrajit,Pehl,1956-07-23,2000-05-29,1999-01-01,Engineer
450412,Kazuhiro,Raney,1955-02-24,2000-06-19,1999-01-01,Senior Engineer
450490,Deborah,Luft,1958-12-21,2000-08-09,1999-01-01,Senior Staff
450596,Dante,Jiafu,1953-10-26,2000-02-10,1999-01-01,Engineer
450641,Adel,Rikino,1956-05-15,2000-01-19,1999-01-01,Technique Leader
450706,Armond,Heemskerk,1962-06-03,2000-04-16,1999-01-01,Senior Engineer
450763,Keiichiro,Hainaut,1955-09-09,2000-03-02,1999-01-01,Engineer
450925,Yoshinari,Lung,1964-06-18,2000-09-15,1999-01-01,Engineer
450930,Basem,Werthner,1962-03-06,2000-01-09,1999-01-01,Engineer
450956,Kwangyoen,Scallan,1963-05-18,2000-07-23,1999-01-01,Assistant Engineer
451075,Frederique,Thummel,1956-01-31,2000-07-15,2000-09-19,Senior Staff
451104,Xuejia,Gecsel,1964-12-03,2000-04-24,1999-01-01,Staff
451123,Mihalis,Lores,1963-08-01,2000-01-23,2001-07-04,Senior Engineer
451142,Boguslaw,Wissmann,1957-07-13,2000-07-30,1999-01-01,Technique Leader
451178,Zhongwei,Callaway,1956-11-20,2000-01-01,1999-01-01,Technique Leader
451227,Magy,Rohrbach,1961-08-05,2000-03-12,1999-01-01,Senior Engineer
451317,Tokuyasu,Valtorta,1960-07-08,2000-09-17,1999-01-01,Assistant Engineer
451422,Ranga,Mundy,1954-10-16,2000-06-26,1999-01-01,Staff
451492,Deborah,Huhdanpaa,1963-08-30,2000-02-27,2000-05-25,Engineer
451555,Urs,Azumi,1952-10-18,2000-01-02,1999-01-01,Senior Staff
451605,Gianluca,Kabayashi,1963-01-31,2000-06-20,1999-01-01,Senior Staff
451628,Eishiro,Picci,1961-02-18,2000-01-03,2001-01-21,Engineer
451644,Bogdan,Morton,1956-06-03,2000-01-19,1999-01-01,Assistant Engineer
451692,Jiang,Montemayor,1964-06-06,2000-04-07,1999-01-01,Staff
451720,Prasadram,Negoita,1958-09-26,2000-01-19,1999-01-01,Senior Engineer
451817,Nimmagadda,Pelc,1958-11-25,2000-07-01,1999-01-01,Staff
452057,Srinidhi,Chappelet,1952-08-30,2000-01-29,2001-05-09,Engineer
452086,Tsutomu,Otillio,1953-08-05,2000-04-10,1999-01-01,Senior Engineer
452096,Jahangir,Foong,1953-12-27,2000-11-26,1999-01-01,Staff
452182,Shaowen,Sidou,1958-08-27,2000-03-17,1999-01-01,Staff
452296,Yucai,Stemann,1955-02-16,2000-09-01,1999-01-01,Engineer
452352,Toshimitsu,Stentiford,1958-10-12,2000-10-26,1999-01-01,Senior Staff
452372,Aram,Peris,1960-03-04,2000-01-03,1999-01-01,Staff
452390,Unal,Masada,1963-01-31,2000-03-02,1999-01-01,Engineer
452436,Shahab,Businaro,1954-04-07,2000-07-03,1999-01-01,Senior Engineer
452477,Zhonghua,Nergos,1962-04-22,2000-10-29,1999-01-01,Engineer
452534,Yuguang,Matteis,1956-02-20,2000-06-22,1999-01-01,Staff
452657,Yongdong,Vigier,1961-05-09,2000-01-13,2002-05-28,Staff
452678,Houman,Ruther,1957-03-28,2000-04-25,1999-01-01,Senior Staff
452744,Huican,Nitta,1953-09-16,2000-11-11,1999-01-01,Technique Leader
452757,Gaetan,Aamodt,1963-06-26,2000-01-01,1999-01-01,Staff
452783,Prodip,Skrikant,1952-10-02,2000-07-14,1999-01-01,Staff
452812,Khosrow,Willoner,1960-11-11,2000-01-17,1999-01-01,Engineer
452881,Zissis,Senzako,1960-01-26,2000-01-09,1999-01-01,Assistant Engineer
452916,Rosalyn,Shinomoto,1964-12-16,2000-01-24,1999-01-01,Senior Staff
452945,Augustine,Bernick,1958-05-30,2000-06-15,2002-03-16,Staff
452966,Gro,Baaz,1955-08-25,2000-04-25,1999-01-01,Senior Staff
453045,Christophe,Karcich,1962-10-07,2000-01-10,2002-01-20,Engineer
453081,Seongbin,Penn,1953-11-30,2000-01-28,1999-01-01,Engineer
453133,Mani,Terekhov,1954-04-04,2000-01-20,1999-01-01,Staff
453190,Kiam,Danley,1953-02-28,2000-09-20,1999-01-01,Senior Engineer
453200,Khun,Yurov,1964-06-23,2000-10-03,1999-01-01,Assistant Engineer
453328,Sailaja,Fasbender,1958-09-14,2000-05-23,1999-01-01,Staff
453345,Narain,Schlegelmilch,1956-08-24,2000-10-14,1999-01-01,Technique Leader
453629,Saeko,Showalter,1956-11-24,2000-12-28,2001-09-07,Engineer
453677,Narain,Koshiba,1953-02-20,2000-02-03,2000-07-10,Engineer
453731,Bilhanan,Kossowski,1957-10-30,2000-05-28,1999-01-01,Assistant Engineer
453748,Khatoun,Claffy,1959-04-07,2000-07-02,1999-01-01,Engineer
453876,Eric,Pietracaprina,1956-06-21,2000-01-19,1999-01-01,Engineer
453966,Erzsebet,Munro,1960-12-06,2000-08-02,1999-01-01,Engineer
453977,Feipei,Kossowski,1963-10-18,2000-10-09,1999-01-01,Staff
453995,Giordano,Cappelli,1963-07-12,2000-01-18,1999-01-01,Staff
454064,Gita,Dichev,1964-12-25,2000-02-01,1999-01-01,Senior Staff
